Total Population,Female Population,Male Population,Birth Rate,Death Rate,Compulsory Education Dur.,Employment in Industry(%),Employment in Agriculture(%),Female Employment in Agriculture(%),Female Employment in Industry(%),Unemployment(%),GDP in USD,National Income per Capita,Net income from Abroad,Agriculture value added(in USD),Electric Power Consumption(kWH per capita),Renewable Energy Consumption (%),Fossil Fuel Consumption (%),Year,Country
1402760000.0,682854786.0,719905214.0,10.86,7.08,9.0,28.3199996948242,26.0699996948242,22.7800006866455,24.1800003051758,4.28000020980835,13894817549380.3,3.68644840411314,-61028250710.399,978614814147.521,1080.4552131181097,13.12380027771,76.19176385018747,2018,China
1396215000.0,679486853.0,716728147.0,12.64,7.06,9.0,28.1100006103516,26.9799995422363,23.6100006103516,24.25,4.44000005722046,12310409370894.2,6.50351367179016,-16130800733.8581,918795407202.462,1080.4552131181097,12.8635997772217,76.19176385018747,2017,China
1387790000.0,675220615.0,712569385.0,13.57,7.04,9.0,28.7999992370605,27.7000007629395,24.2000007629395,25.2399997711182,4.53000020980835,11233276536744.7,6.98875371570873,-55699593393.0318,905097390127.173,1080.4552131181097,12.5896997451782,76.19176385018747,2016,China
1379860000.0,671212022.0,708647978.0,11.99,7.07,9.0,29.1800003051758,28.5900001525879,25.0300006866455,25.8799991607666,4.63000011444092,11061553079871.5,6.5915868429671,-52782305082.2963,927734103010.839,1080.4552131181097,12.2453002929688,76.19176385018747,2015,China
1371860000.0,667184667.0,704675333.0,13.83,7.12,9.0,29.8999996185303,29.5,25.8999996185303,26.8600006103516,4.6100001335144,10475682920597.7,7.98580420018318,13299595842.693,905464751945.177,3905.31759800563,12.0614004135132,87.6704307681854,2014,China
1363240000.0,662872951.0,700367049.0,13.03,7.13,9.0,30.1000003814697,31.3999996185303,27.8799991607666,27.3199996948242,4.59000015258789,9570406235659.64,5.25396102324098,-77827211320.572,855871281416.443,3757.18508846571,11.5220003128052,88.2374925685652,2013,China
1354190000.0,658376480.0,695813520.0,14.57,7.13,9.0,30.2999992370605,33.5999984741211,30.2199993133545,27.7600002288818,4.57000017166138,8532229986993.65,9.52116455626776,-19817589008.7607,777603027771.177,3466.01953935563,11.5367002487183,88.4191622067537,2012,China
1345035000.0,653862696.0,691172304.0,13.27,7.14,9.0,29.5,34.7999992370605,31.4200000762939,27.1800003051758,4.55000019073486,7551500124197.17,4.24362520029591,-70376627423.9728,693050537754.391,3295.78486805176,11.3381996154785,88.8983629317114,2011,China
1337705000.0,650275748.0,687429252.0,11.9,7.11,9.0,28.7000007629395,36.7000007629395,33.3699989318848,26.6200008392334,4.53000020980835,6087163874510.73,8.15277225775,-26071897183.2858,567638801958.554,2943.58995443689,12.2613000869751,88.2551986732039,2010,China
1331260000.0,647159372.0,684100628.0,11.95,7.08,9.0,27.7999992370605,38.0999984741211,34.689998626709,25.9899997711182,4.71999979019165,5101703073088.97,12.3527300178611,-8532080920.45554,491609572518.078,2612.45662004417,13.4319000244141,87.635694692845,2009,China
1324655000.0,644001246.0,680653754.0,12.14,7.06,9.0,27.2000007629395,39.5999984741211,36.0900001525879,25.7099990844727,4.59000015258789,4594307032667.98,5.92140926346725,28565223682.1276,467197280426.555,2446.36905458402,14.1378002166748,87.2240518182102,2008,China
1317885000.0,640793072.0,677091928.0,12.1,6.93,9.0,26.7999992370605,40.7999992370605,37.2799987792969,25.5599994659424,4.34999990463257,3550342737009.53,14.7012332495027,8040661163.32567,363774001761.42,2325.92676902765,14.8837003707886,87.4078573323802,2007,China
1311020000.0,637560457.0,673459543.0,12.09,6.81,9.0,25.2000007629395,42.5999984741211,39.060001373291,24.1399993896484,4.42999982833862,2752131773358.92,13.7741364316325,-5142352823.13693,292434931647.729,2039.0146603408,16.3850994110107,86.8283422182192,2006,China
1303720000.0,634130240.0,669589760.0,12.4,6.51,9.0,23.7999992370605,44.7999992370605,41.2000007629395,22.9500007629395,4.51999998092651,2285965892364.2,12.2298525354933,-16108690296.9137,266120618844.807,1782.31215291627,17.4407997131348,85.8727359992899,2005,China
1296075000.0,630545489.0,665529511.0,12.29,6.42,9.0,22.5,46.9000015258789,43.2099990844727,21.8700008392334,4.48999977111816,1955347004965.69,10.2814893786047,-5131610465.39725,252565293072.202,1585.83878247787,20.1608009338379,84.7964546509664,2004,China
1288400000.0,626956157.0,661443843.0,12.41,6.4,9.0,21.6000003814697,49.0999984741211,45.8600006103516,20.9500007629395,4.57999992370605,1660287965663.89,11.2696150881705,-10218488498.2482,205028943699.408,1379.48463210183,23.8414993286133,83.2297577410762,2003,China
